,site,year,species,nestID,loc_Year_nestID,plot,Nest_location_northing_WGS84_Dec_degree,Nest_location_Easting_WGS84_Dec_degree,Photo_taken,temp_probe,Trapped(y/n),First_Trapping_date,Second_Trapping_date,Third_Trapping_date,Mayfield_start_date (formula),Mayfield_end date (formula),Mayfield_end_date (formula)_source,Mayfield_days (formula),Fate ,fail cause,Completed_Clutch_Size,Observed_Clutch_Completion_date,#_of_Eggs_Hatched,Hatch_Date,Method_Hatch_Date_Determined,Estimated Nest Initiation Date,Estimated_nest_initiation_date_source,Inc_duration_used_for_estimated_nest_initiation_calculation,Clutch_size_when_nest_found,Clutch_status_when_nest_found,Date Found ,Last Active,Last Checked,June 1st,June 2nd,June 3rd,June 4th,June 5th,June 6th,June 7th,June 8th,June 9th,June 10th,June 11th,June 12th,June 13th,June 14th,June 15th,June 16th,June 17th,June 18th,June 19th,June 20th,June 21st,June 22nd,June 23rd,June 24th,June 25th,June 26th,June 27th,June 28th,June 29th,June 30th,July 1st,July 2nd,July 3rd,July 4th,July 5th,July 6th,July 7th,July 8th,July 9th,July 10th,July 11th,July 12th,July 13th,July 14th,July 15th,July 16th,July 17th,July 18th,July 19th,July 20th,July 21st,July 22nd,July 23rd,July 24th,July 25th,July 26th,July 27th,July 28th,July 29th,July 30th,July 31st,August 1st,August 2nd,August 3rd,August 4th,August 5th,Notes_Field,,
,East Bay Mainland,2008,RUTU,RTA07,e2008-RTA07,I,64.00311,-81.66936,y,,y,"July 1, 2008",,,30-Jun-2008,03-Jul-2008,date between last active and last checked,3.5,failed,predated,4,,0,,,20-Jun-2008,egg floating,22.5,4,complete,30-Jun-2008,30-Jun-2008,07-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,,,,,"No eggs, no shell fragments, Depredated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". ",,
,East Bay Mainland,2008,RUTU,RTA08,e2008-RTA08,K,63.99708,-81.72747,y,,n,,,,04-Jul-2008,09-Jul-2008,hatch date,5,success,na,4,,1-4,09-Jul-2008,chick seen,13-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,04-Jul-2008,09-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,4 egg all with stars,,,"hatched, 1 wet chick, 3 pipped eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTA09,e2008-RTA09,I,64.00742,-81.67344,y,,y,"July 8, 2008",,,07-Jul-2008,10-Jul-2008,hatch date,3,success,na,4,,3,10-Jul-2008,estimate,24-Jun-2008,egg floating,22.5,4,complete,07-Jul-2008,07-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,,,,"No eggs or fragments, chicks not seen but both parents very defensives and vigilant. Likely hatch",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTA10,e2008-RTA10,I,64.00667,-81.67242,y,,y,"July 8, 2008",,,07-Jul-2008,12-Jul-2008,hatch date,5,success,na,4,,1-3,12-Jul-2008,chick seen,16-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,07-Jul-2008,12-Jul-2008,12-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 outside of nest(ejected) - ejected egg collected",float,"2 eggs, 1 star one not.",,,"1 wet chick, 1 egg not starred but cracked",,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTA11,e2008-RTA11,I,64.00792,-81.67292,y,,y,"July 10, 2008",,,09-Jul-2008,17-Jul-2008,hatch date,8,success,na,4,,2-3,17-Jul-2008,chick seen,21-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,09-Jul-2008,17-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, one taken",,,,3 eggs no stars,,"3 eggs , 3 stars",1 egg pipped (didn’t check other two but no obvious pips),"1chick in, 1 chick out, I egg star",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTA12,e2008-RTA12,K,63.99692,-81.72164,y,,y,"July 10, 2008",,,09-Jul-2008,13-Jul-2008,hatch date,4,success,na,4,,1-3,13-Jul-2008,estimate,17-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,09-Jul-2008,11-Jul-2008,15-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, one taken",,3EGGS,,,,"eggs gone, shell frgments in cup, male calling nearby",,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTI01,e2008-RTI01,K,63.99633,-81.72539,y,,y,"June 29, 2008","July 2, 2008",,25-Jun-2008,08-Jul-2008,hatch date,13,success,na,4,,1-3,08-Jul-2008,estimate,12-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,25-Jun-2008,07-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,4 eggs (1 ,,,3 eggs,,,"3 egg, 1 w star",,3 egg 1 star 2 pip,"3 eggs, 2 w pips, 1 star",Check,"hatched, chick seen in area with parent birds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTK01,e2008-RTK01,I,64.00119,-81.66292,y,,y,"July 10, 2008",,,28-Jun-2008,13-Jul-2008,hatch date,15,success,na,4,,1-3,13-Jul-2008,chick seen,17-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,28-Jun-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eggs 1 collected,3eggs,,,,,,,3 eggs no stars,,,3 eggs no stars,,,"2 pip, 1 star","1 wet chick, 2 pipped eggs",,,,,,,,,,,,,,,,,,,,,,,,IB 2011: Float data transferred from field notebook.,,
,East Bay Mainland,2008,RUTU,RTK02,e2008-RTK02,I,64.00256,-81.66222,y,,y,"July 7, 2008",,,28-Jun-2008,09-Jul-2008,hatch date,11,success,na,4,,3,09-Jul-2008,estimate,13-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,28-Jun-2008,07-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4eggs 1 collected, 1 slightly starred",3eggs,"3 eggs, no stars",,,,"3 eggs, 2 stars",,3 eggs all stars,"3 egg, pipped!",check,hatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTK03,e2008-RTK03,J,63.99614,-81.69842,y,,y,"July 4, 2008","July 9, 2008",,29-Jun-2008,13-Jul-2008,hatch date,14,success,na,4,,3,13-Jul-2008,estimate,17-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,29-Jun-2008,09-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,,3 eggs no stars,,,3 eggs no stars,,,"3 eggs, no stars",,,,"no chicks or eggs seen, very agitated parents nearby. Likely hatch",,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTK04,e2008-RTK04,K,63.99369,-81.70389,y,,y,"July 9, 2008",,,30-Jun-2008,11-Jul-2008,hatch date,11,success,na,4,,3,11-Jul-2008,estimate,15-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,30-Jun-2008,08-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,,,,,3 eggs,"3 eggs, no stars",,,"HATCHED, EGGS GONE, SHELL FAGMENTS","PARENTS NOT THERE, NO ALARM CALL",,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTK05,e2008-RTK05,I,64.00614,-81.67267,y,,y,"July 8, 2008",,,04-Jul-2008,13-Jul-2008,hatch date,9,success,na,4,,3,13-Jul-2008,estimate,17-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,04-Jul-2008,09-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,"4 eggs, 1 collected",,"3 eggs, no stars",,,,3 dry chicks running nearby,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTP01,e2008-RTP01,K,63.99494,-81.71081,y,,n,,,,18-Jun-2008,18-Jun-2008,date between last active and last checked,0,failed,predated,3,,0,,,09-Jun-2008,egg floating,22.5,3,unknown,18-Jun-2008,18-Jun-2008,19-Jun-2008,,,,,,,,,,,,,,,,,,3 egg,"Failed - no birds present, no shell fragments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTP02,e2008-RTP02,K,63.99739,-81.72381,y,,y,"June 29, 2008",,,18-Jun-2008,18-Jul-2008,hatch date,30,success,na,4,,1-3,18-Jul-2008,estimate,09-Jun-2008,egg floating,22.5,4,complete,18-Jun-2008,01-Jul-2008,19-Jul-2008,,,,,,,,,,,,,,,,,,4 egg (1 collected),,,,,3 eggs,,,,,,,,3 eggs no stars,hatch date,,hatched? (no shells but cup empty and both parents around and alarm calling both times I went by cup - didn’t stay to verify chicks as it was raining),,,,,,,,,,,,,,1 egg - left behind? Maybe found wrong cup on july 4th?,"Nest checked for fragments, which were found.  Nest appears to have hatched.  Must have been an error on previous check on July 4. Wrong cup examined?  Nest hatch",,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTP03,e2008-RTP03,L,63.99708,-81.72817,y,,n,,,,28-Jun-2008,01-Jul-2008,date between last active and last checked,3,failed,predated,4,,0,,,22-Jun-2008,egg floating,22.5,4,complete,28-Jun-2008,28-Jun-2008,04-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eggs 1 collected,,,,,,gone - no shell fragments or smell of fox pee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTP04,e2008-RTP04,K,63.99578,-81.72203,y,,y,"July 10, 2008","July 12, 2008",,08-Jul-2008,14-Jul-2008,hatch date,6,success,na,4,,3,14-Jul-2008,estimate,28-Jun-2008,egg floating,22.5,4,complete,08-Jul-2008,11-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",3 eggs  ,,3 eggs  ,,,,,,", no egg no chivk, small fragments",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTP05,e2008-RTP05,K,63.99625,-81.71894,y,,y,"July 10, 2008","July 12, 2008",,08-Jul-2008,14-Jul-2008,date between last active and last checked,6,failed,predated,4,,0,,,29-Jun-2008,egg floating,22.5,4,complete,08-Jul-2008,11-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",3 eggs  ,,3 eggs  ,,,,,,3 eggs  ,3 eggs no stars,"No eggs, no chicks, no sign of adults PRED",,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTP06,e2008-RTP06,L,63.99214,-81.74800,y,,y,"July 16, 2008",,,11-Jul-2008,21-Jul-2008,hatch date,10,success,na,4,,1,21-Jul-2008,chick seen,26-Jun-2008,egg floating,22.5,4,complete,11-Jul-2008,20-Jul-2008,21-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,3 eggs no stars,,"weird - 3 eggs but one is dented with a bit of blood coming through the shell, another also looks dented, rather than starred, and one looks legitimately starred","3 eggs, 1 with dent and 2  pips","3 eggs, 1 with dent and 2  pips - eggs appear exactly as they were on previous day","1 pip, 2 damaged","2 damaged eggs remaining, 1 egg gone, likely hatch, no chick seen",,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTP07,e2008-RTP07,L?,63.99258,-81.74106,y,,y,"July 12, 2008",,,11-Jul-2008,21-Jul-2008,hatch date,10,success,na,4,,1-4,21-Jul-2008,chick seen,25-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,11-Jul-2008,21-Jul-2008,21-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,3 eggs no stars,,"3 eggs, 1 has a star","3 eggs, 1 has a star","3 eggs, 2 starred",,"1 chick, 2 pips",,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTS01,e2008-RTS01,I,63.99947,-81.67894,y,,y,"June 25, 2008","July 13, 2008",,21-Jun-2008,14-Jul-2008,hatch date,23,success,na,4,,3,14-Jul-2008,estimate,18-Jun-2008,hatch_date_minus_incubation_duration,22.5,4,complete,21-Jun-2008,12-Jul-2008,14-Jul-2008,,,,,,,,,,,,,,,,,,,,,4 egg (1 collected),3,,3 eggs,,,,,3eggs,,,,,,,3 egg no stars,3 egg no stars,,,,,3 eggs all heavy stars,,hatched,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTS02,e2008-RTS02,I,64.00153,-81.66711,y,,y,"June 23, 2008","June 30, 2008",,21-Jun-2008,02-Jul-2008,date between last active and last checked,11.5,failed,predated,4,,0,,,23-Jun-2008,egg floating,22.5,4,complete,21-Jun-2008,29-Jun-2008,06-Jul-2008,,,,,,,,,,,,,,,,,,,,,4 egg (1 collected),3,,3 eggs,,,,3 eggs,3 eggs (AH),,,,,,,"gone - no shells but two very concerned parents around, calling at me and chasing awy a HERG and a PAJA. Over one week from hatch date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,RUTU,RTS03,e2008-RTS03,K,63.99422,-81.70328,y,,y,"June 25, 2008","July 4, 2008",,24-Jun-2008,13-Jul-2008,hatch date,19,success,na,3,,2-3,13-Jul-2008,chick seen,18-Jun-2008,hatch_date_minus_incubation_duration,22.5,3,complete,24-Jun-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,3 eggs,,,,,,3 eggs,,,"3 EGGS, NO STARS",,,,,3 Eggs 2 WITH STARS,,,3 Eggs 2 WITH STARS,hatch date,2 chicks seen,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,RUTU,RTS04,e2008-RTS04,E,63.99336,-81.67456,y,,y,"July 7, 2008","July 13, 2008",,03-Jul-2008,08-Jul-2008,date between last active and last checked,5,failed,predated,4,,0,,,23-Jun-2008,egg floating,22.5,4,complete,03-Jul-2008,06-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,"4 eggs, collected one (",,,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,SAGU,SGA01,e2008-SGA01,,63.99567,-81.71808,,,n,,,,09-Jul-2008,09-Jul-2008,hatch date,0,success,na,,,unk,09-Jul-2008,chick seen,18-Jun-2008,hatch_date_minus_incubation_duration,21,,unknown,09-Jul-2009,09-Jul-2009,09-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGC01,e2008-SGC01,,63.99711,-81.71508,,,y,"July 7, 2008",,,06-Jul-2008,13-Jul-2008,hatch date,7,success,na,1,,1,13-Jul-2008,estimate,22-Jun-2008,hatch_date_minus_incubation_duration,21,1,complete,06-Jul-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 chick,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGC02,e2008-SGC02,,63.99661,-81.72356,,,y,"July 7, 2008",,,06-Jul-2008,10-Jul-2008,hatch date,4,success,na,1,,1,10-Jul-2008,estimate,19-Jun-2008,hatch_date_minus_incubation_duration,21,1,complete,06-Jul-2008,10-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap,,,HATCHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGD02,e2008-SGD02,,,,,,y,"July 10, 2008",,,10-Jul-2008,11-Jul-2008,hatch date,1,success,na,2,,2,11-Jul-2008,chick seen,20-Jun-2008,hatch_date_minus_incubation_duration,21,2,complete,10-Jul-2008,10-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 pipped, 1 starred",Hatched,,,,,,,,,,,,,,,,,,,,,,,,,,no GPS coordinate in file?,,
,East Bay Mainland,2008,SAGU,SGK01,e2008-SGK01,,63.99675,-81.69806,,,y,"July 8, 2008",,,08-Jul-2008,13-Jul-2008,hatch date,5,success,na,3,,2,13-Jul-2008,chick seen,22-Jun-2008,hatch_date_minus_incubation_duration,21,3,complete,29-Jun-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 egg piped, 1 hatching",,,,,"1 chick, 1 egg",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK02,e2008-SGK02,,63.99847,-81.72289,,,n,,,,09-Jul-2008,09-Jul-2008,hatch date,0,success,na,,,unk,09-Jul-2008,chick seen,18-Jun-2008,hatch_date_minus_incubation_duration,21,,complete,09-Jul-2008,09-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK03,e2008-SGK03,,63.99533,-81.72253,,,y,"July 7, 2008",,,29-Jun-2008,09-Jul-2008,hatch date,10,success,na,3,,3,09-Jul-2008,estimate,18-Jun-2008,hatch_date_minus_incubation_duration,21,,complete,29-Jun-2008,07-Jul-2008,09-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK04,e2008-SGK04,,63.99411,-81.72553,,,y,"July 10, 2008",,,13-Jul-2008,15-Jul-2008,hatch date,2,success,na,2,,2,15-Jul-2008,estimate,24-Jun-2008,hatch_date_minus_incubation_duration,21,2,complete,13-Jul-2008,17-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 eggs w. stars,,,,2 chicks in water,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK05,e2008-SGK05,,63.99361,-81.74036,,,n,,,,03-Jul-2008,03-Jul-2008,date last active,0,unknown,na,3,,unk,,,,,21,,unknown,03-Jul-2008,03-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No eggs, or chicks seen",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK06,e2008-SGK06,,63.99344,-81.73661,,,n,,,,03-Jul-2008,03-Jul-2008,date last active,0,unknown,na,3,,unk,,,,,21,,unknown,03-Jul-2008,03-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No eggs, or chicks seen, shell seen nearby",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK07,e2008-SGK07,,63.99558,-81.73469,,,y,"July 10, 2008",,,03-Jul-2008,13-Jul-2008,hatch date,10,success,na,3,,2,13-Jul-2008,chick seen,22-Jun-2008,hatch_date_minus_incubation_duration,21,,unknown,03-Jul-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap,,,"1 chick, 1 egg",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK08,e2008-SGK08,,63.99586,-81.73567,,,n,,,,03-Jul-2008,13-Jul-2008,date between last active and last checked,10,success,na,3,,2,,,,,21,,unknown,03-Jul-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK09,e2008-SGK09,,63.99558,-81.73589,,,n,,,,03-Jul-2008,03-Jul-2008,date last active,0,unknown,na,1,,1+,,,,,21,,unknown,03-Jul-2008,03-Jul-2008,03-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No nest found, check again",,,,"no nest found , 1 chick running",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK10,e2008-SGK10,,63.99647,-81.73111,,,n,,,,03-Jul-2008,11-Jul-2008,hatch date,8,success,na,2,,2,11-Jul-2008,estimate,20-Jun-2008,hatch_date_minus_incubation_duration,21,,unknown,03-Jul-2008,11-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HATCHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK11,e2008-SGK11,,64.00558,-81.66814,,,y,"July 8, 2008",,,04-Jul-2008,10-Jul-2008,hatch date,6,success,na,3,,3,10-Jul-2008,estimate,19-Jun-2008,hatch_date_minus_incubation_duration,21,,unknown,04-Jul-2008,10-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap,,hatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK12,e2008-SGK12,,64.00642,-81.67189,,,n,,,,04-Jul-2008,04-Jul-2008,date last active,0,unknown,na,2,,unk,,,,,21,,unknown,04-Jul-2008,04-Jul-2008,04-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no nest found,CHECK?,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK13,e2008-SGK13,,64.00522,-81.66864,,,y,"July 8, 2008",,,04-Jul-2008,12-Jul-2008,date between last active and last checked,8.5,success,na,2,,1,,,,,21,,unknown,04-Jul-2008,08-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap,,,,,,,,,"empty cup, chick in pond ",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK14,e2008-SGK14,,64.00411,-81.66875,,,y,"July 8, 2008",,,04-Jul-2008,08-Jul-2008,date last active,4,unknown,na,3,,3,,,,,21,2,complete,04-Jul-2008,08-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 starred, 2 eggs",,,,,,,,,"empty cup, egg fragment",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK15,e2008-SGK15,,64.00383,-81.66903,,,y,"July 8, 2008",,,04-Jul-2008,12-Jul-2008,date between last active and last checked,8.5,success,na,3,,3,,,,,21,3,complete,04-Jul-2008,08-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 egg piped, 1 egg hatching, 1 egg starred",,,,,,,,,"empty cup, egg fragment",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK16,e2008-SGK16,,63.99703,-80.29981,,,y,"July 8, 2008",,,06-Jul-2008,13-Jul-2008,date last active,7,unknown,na,3,,unk,,,,,21,3,complete,06-Jul-2008,13-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3eggs, 1 star",,,,,"1 egg, no stars",,,,"empty cup, no birds",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK17,e2008-SGK17,,63.99828,-80.27858,,,n,,,,09-Jul-2008,09-Jul-2008,hatch date,0,success,na,3,,unk,09-Jul-2008,chick seen,18-Jun-2008,hatch_date_minus_incubation_duration,21,,hatched,09-Jul-2008,09-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGK18,e2008-SGK18,,63.99875,-80.28181,,,y,"July 10, 2008",,,09-Jul-2008,10-Jul-2008,date between last active and last checked,1,success,na,3,,1,,,,,21,,unknown,09-Jul-2008,10-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg pipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SAGU,SGP01,e2008-SGP01,,63.99697,-81.71578,,,y,"July 12, 2008",,,11-Jul-2008,13-Jul-2008,date last active,2,unknown,na,3,,unk,,,,,21,,unknown,11-Jul-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SEPL,SPP01,e2008-SPP01,K,63.99697,-81.71578,y,,y,"June 24, 2008",,,18-Jun-2008,11-Jul-2008,hatch date,23,success,na,4,,2-3,11-Jul-2008,chick seen,14-Jun-2008,hatch_date_minus_incubation_duration,24,4,complete,18-Jun-2008,11-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,4 egg (1 collected),,,,,,3 eggs,,,,,,,nest not found,,,,,3 eggs no star,,"3 egs, 2 stared",,,"2 chicks, 1 starred egg",HATCH DATE,,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
